csp500

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      0         0         0         0         0         0
    1      1         1         1         4         65         61
    2      2         2         1         6         68         62
    3      3         3         1         8         154         146
    4      4         4         1         11         121         110
    5      5         5         1         12         126         114
    6      6         6         1         14         40         26
    7      7         7         1         15         41         26
    8      8         8         1         20         57         37
    9      9         9         1         20         37         17
    10      10         10         1         26         229         203
    11      11         11         1         29         166         137
    12      12         12         1         33         134         101
    13      13         13         1         39         271         232
    14      14         14         1         49         74         25
    15      15         15         1         52         262         210
    16      16         16         1         57         177         120
    17      17         17         1         62         122         60
    18      18         18         1         63         240         177
    19      19         19         1         65         248         183
    20      20         20         1         65         144         79
    21      21         21         1         68         174         106
    22      22         22         1         71         295         224
    23      23         23         1         75         178         103
    24      24         24         1         78         268         190
    25      25         25         1         80         122         42
    26      26         26         1         83         315         232
    27      27         27         1         87         104         17
    28      28         28         1         93         173         80
    29      29         29         1         98         244         146
    30      30         30         1         102         121         19
    31      31         31         1         104         320         216
    32      32         32         1         106         177         71
    33      33         33         1         108         325         217
    34      34         34         1         110         267         157
    35      35         35         1         110         264         154
    36      36         36         1         113         189         76
    37      37         37         1         115         145         30
    38      38         38         1         121         268         147
    39      39         39         1         131         286         155
    40      40         40         1         131         187         56
    41      41         41         1         141         173         32
    42      42         42         1         144         256         112
    43      43         43         1         145         286         141
    44      44         44         1         146         212         66
    45      45         45         1         159         388         229
    46      46         46         1         165         249         84
    47      47         47         1         166         331         165
    48      48         48         1         167         309         142
    49      49         49         1         170         395         225
    50      50         50         1         171         264         93
    51      51         51         1         174         400         226
    52      52         52         1         176         387         211
    53      53         53         1         183         402         219
    54      54         54         1         186         298         112
    55      55         55         1         187         384         197
    56      56         56         1         187         370         183
    57      57         57         1         188         376         188
    58      58         58         1         191         396         205
    59      59         59         1         191         247         56
    60      60         60         1         201         352         151
    61      61         61         1         214         327         113
    62      62         62         1         215         420         205
    63      63         63         1         220         311         91
    64      64         64         1         229         390         161
    65      65         65         1         237         384         147
    66      66         66         1         247         405         158
    67      67         67         1         248         409         161
    68      68         68         1         252         427         175
    69      69         69         1         260         301         41
    70      70         70         1         261         364         103
    71      71         71         1         272         296         24
    72      72         72         1         274         388         114
    73      73         73         1         276         403         127
    74      74         74         1         278         454         176
    75      75         75         1         278         383         105
    76      76         76         1         279         485         206
    77      77         77         1         280         403         123
    78      78         78         1         292         425         133
    79      79         79         1         293         450         157
    80      80         80         1         293         485         192
    81      81         81         1         298         354         56
    82      82         82         1         299         453         154
    83      83         83         1         300         406         106
    84      84         84         1         307         531         224
    85      85         85         1         307         505         198
    86      86         86         1         317         334         17
    87      87         87         1         317         499         182
    88      88         88         1         318         517         199
    89      89         89         1         320         552         232
    90      90         90         1         321         513         192
    91      91         91         1         327         511         184
    92      92         92         1         328         465         137
    93      93         93         1         329         379         50
    94      94         94         1         331         457         126
    95      95         95         1         332         486         154
    96      96         96         1         335         485         150
    97      97         97         1         335         462         127
    98      98         98         1         336         409         73
    99      99         99         1         336         421         85
    100      100         100         1         341         518         177
    101      101         101         1         343         495         152
    102      102         102         1         343         413         70
    103      103         103         1         346         474         128
    104      104         104         1         348         487         139
    105      105         105         1         350         388         38
    106      106         106         1         354         489         135
    107      107         107         1         358         393         35
    108      108         108         1         359         454         95
    109      109         109         1         361         470         109
    110      110         110         1         362         534         172
    111      111         111         1         363         548         185
    112      112         112         1         365         526         161
    113      113         113         1         371         577         206
    114      114         114         1         371         502         131
    115      115         115         1         375         393         18
    116      116         116         1         376         514         138
    117      117         117         1         385         405         20
    118      118         118         1         387         594         207
    119      119         119         1         388         491         103
    120      120         120         1         391         578         187
    121      121         121         1         394         589         195
    122      122         122         1         394         479         85
    123      123         123         1         407         618         211
    124      124         124         1         409         540         131
    125      125         125         1         411         485         74
    126      126         126         1         413         572         159
    127      127         127         1         413         550         137
    128      128         128         1         415         557         142
    129      129         129         1         416         645         229
    130      130         130         1         420         507         87
    131      131         131         1         427         506         79
    132      132         132         1         427         521         94
    133      133         133         1         431         563         132
    134      134         134         1         435         455         20
    135      135         135         1         440         606         166
    136      136         136         1         440         492         52
    137      137         137         1         444         543         99
    138      138         138         1         449         641         192
    139      139         139         1         450         485         35
    140      140         140         1         460         482         22
    141      141         141         1         461         573         112
    142      142         142         1         462         482         20
    143      143         143         1         469         682         213
    144      144         144         1         470         643         173
    145      145         145         1         479         562         83
    146      146         146         1         482         652         170
    147      147         147         1         483         674         191
    148      148         148         1         485         563         78
    149      149         149         1         486         677         191
    150      150         150         1         490         563         73
    151      151         151         1         490         634         144
    152      152         152         1         492         619         127
    153      153         153         1         496         656         160
    154      154         154         1         496         691         195
    155      155         155         1         498         672         174
    156      156         156         1         500         547         47
    157      157         157         1         502         619         117
    158      158         158         1         503         671         168
    159      159         159         1         508         691         183
    160      160         160         1         509         555         46
    161      161         161         1         512         605         93
    162      162         162         1         515         644         129
    163      163         163         1         516         538         22
    164      164         164         1         518         719         201
    165      165         165         1         522         658         136
    166      166         166         1         524         708         184
    167      167         167         1         534         585         51
    168      168         168         1         536         757         221
    169      169         169         1         541         621         80
    170      170         170         1         546         651         105
    171      171         171         1         547         690         143
    172      172         172         1         547         609         62
    173      173         173         1         549         657         108
    174      174         174         1         553         672         119
    175      175         175         1         561         679         118
    176      176         176         1         562         793         231
    177      177         177         1         564         660         96
    178      178         178         1         566         582         16
    179      179         179         1         566         780         214
    180      180         180         1         566         643         77
    181      181         181         1         570         769         199
    182      182         182         1         570         648         78
    183      183         183         1         571         740         169
    184      184         184         1         572         767         195
    185      185         185         1         574         624         50
    186      186         186         1         575         653         78
    187      187         187         1         577         692         115
    188      188         188         1         586         635         49
    189      189         189         1         587         647         60
    190      190         190         1         592         806         214
    191      191         191         1         593         631         38
