csp100

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      0         0         0         0         0         0
    1      1         1         1         27         145         118
    2      2         2         1         28         91         63
    3      3         3         1         34         242         208
    4      4         4         1         37         131         94
    5      5         5         1         69         90         21
    6      6         6         1         87         157         70
    7      7         7         1         90         281         191
    8      8         8         1         96         239         143
    9      9         9         1         103         301         198
    10      10         10         1         122         215         93
    11      11         11         1         190         423         233
    12      12         12         1         202         321         119
    13      13         13         1         209         335         126
    14      14         14         1         216         345         129
    15      15         15         1         216         303         87
    16      16         16         1         224         404         180
    17      17         17         1         233         441         208
    18      18         18         1         237         322         85
    19      19         19         1         249         412         163
    20      20         20         1         276         322         46
    21      21         21         1         308         376         68
    22      22         22         1         313         472         159
    23      23         23         1         333         568         235
    24      24         24         1         338         380         42
    25      25         25         1         351         371         20
    26      26         26         1         352         409         57
    27      27         27         1         355         401         46
    28      28         28         1         355         466         111
    29      29         29         1         418         533         115
    30      30         30         1         430         552         122
    31      31         31         1         456         550         94
    32      32         32         1         456         497         41
    33      33         33         1         507         663         156
    34      34         34         1         532         746         214
    35      35         35         1         549         713         164
    36      36         36         1         551         604         53
    37      37         37         1         572         632         60
    38      38         38         1         575         757         182
    39      39         39         1         589         635         46
    40      40         40         1         597         786         189
    41      41         41         1         608         762         154
    42      42         42         1         612         635         23
    43      43         43         1         613         727         114
    44      44         44         1         615         832         217
    45      45         45         1         623         644         21
    46      46         46         1         625         749         124
    47      47         47         1         644         877         233
    48      48         48         1         648         726         78
    49      49         49         1         667         796         129
    50      50         50         1         689         778         89
    51      51         51         1         704         842         138
    52      52         52         1         705         827         122
    53      53         53         1         727         876         149
    54      54         54         1         735         955         220
    55      55         55         1         773         978         205
    56      56         56         1         782         1021         239
    57      57         57         1         816         860         44
    58      58         58         1         835         893         58
    59      59         59         1         858         942         84
    60      60         60         1         867         1036         169
    61      61         61         1         880         952         72
    62      62         62         1         890         1034         144
    63      63         63         1         893         1064         171
    64      64         64         1         897         1091         194
    65      65         65         1         908         1071         163
    66      66         66         1         911         1107         196
    67      67         67         1         927         991         64
    68      68         68         1         928         1038         110
    69      69         69         1         939         1090         151
    70      70         70         1         940         982         42
    71      71         71         1         964         1009         45
    72      72         72         1         988         1142         154
    73      73         73         1         1002         1036         34
    74      74         74         1         1008         1209         201
    75      75         75         1         1014         1159         145
    76      76         76         1         1020         1239         219
    77      77         77         1         1026         1231         205
    78      78         78         1         1034         1122         88
    79      79         79         1         1047         1234         187
    80      80         80         1         1053         1142         89
    81      81         81         1         1056         1085         29
    82      82         82         1         1090         1305         215
    83      83         83         1         1094         1124         30
    84      84         84         1         1135         1167         32
    85      85         85         1         1172         1334         162
    86      86         86         1         1207         1301         94
    87      87         87         1         1218         1436         218
    88      88         88         1         1247         1373         126
    89      89         89         1         1262         1282         20
    90      90         90         1         1264         1391         127
    91      91         91         1         1286         1416         130
    92      92         92         1         1298         1320         22
    93      93         93         1         1309         1543         234
    94      94         94         1         1345         1475         130
    95      95         95         1         1362         1516         154
    96      96         96         1         1366         1474         108
    97      97         97         1         1376         1609         233
    98      98         98         1         1398         1547         149
    99      99         99         1         1408         1594         186
    100      100         100         1         1421         1492         71
