csp250

VEHICLE
NUMBER     CAPACITY
  1000      1000000

CUSTOMER
CUST NO.  XCOORD.    YCOORD.    DEMAND   READY TIME   DUE DATE   SERVICE TIME
 
    0      0         0         0         0         0         0
    1      1         1         1         7         25         18
    2      2         2         1         11         153         142
    3      3         3         1         17         130         113
    4      4         4         1         18         221         203
    5      5         5         1         20         213         193
    6      6         6         1         31         202         171
    7      7         7         1         34         268         234
    8      8         8         1         35         244         209
    9      9         9         1         59         118         59
    10      10         10         1         83         218         135
    11      11         11         1         84         294         210
    12      12         12         1         92         115         23
    13      13         13         1         96         277         181
    14      14         14         1         98         133         35
    15      15         15         1         98         215         117
    16      16         16         1         108         185         77
    17      17         17         1         118         248         130
    18      18         18         1         133         260         127
    19      19         19         1         133         343         210
    20      20         20         1         134         175         41
    21      21         21         1         138         264         126
    22      22         22         1         144         166         22
    23      23         23         1         163         272         109
    24      24         24         1         168         244         76
    25      25         25         1         185         238         53
    26      26         26         1         187         364         177
    27      27         27         1         191         426         235
    28      28         28         1         195         215         20
    29      29         29         1         199         223         24
    30      30         30         1         201         281         80
    31      31         31         1         213         311         98
    32      32         32         1         213         373         160
    33      33         33         1         213         296         83
    34      34         34         1         232         410         178
    35      35         35         1         237         475         238
    36      36         36         1         242         307         65
    37      37         37         1         244         323         79
    38      38         38         1         246         304         58
    39      39         39         1         265         399         134
    40      40         40         1         289         432         143
    41      41         41         1         298         490         192
    42      42         42         1         302         400         98
    43      43         43         1         306         492         186
    44      44         44         1         314         379         65
    45      45         45         1         321         471         150
    46      46         46         1         324         546         222
    47      47         47         1         330         453         123
    48      48         48         1         333         352         19
    49      49         49         1         342         515         173
    50      50         50         1         347         426         79
    51      51         51         1         364         431         67
    52      52         52         1         380         526         146
    53      53         53         1         394         424         30
    54      54         54         1         399         561         162
    55      55         55         1         411         428         17
    56      56         56         1         416         488         72
    57      57         57         1         417         560         143
    58      58         58         1         440         495         55
    59      59         59         1         441         510         69
    60      60         60         1         448         681         233
    61      61         61         1         466         689         223
    62      62         62         1         469         499         30
    63      63         63         1         470         629         159
    64      64         64         1         471         515         44
    65      65         65         1         478         576         98
    66      66         66         1         484         514         30
    67      67         67         1         489         660         171
    68      68         68         1         497         541         44
    69      69         69         1         537         735         198
    70      70         70         1         538         554         16
    71      71         71         1         544         582         38
    72      72         72         1         544         776         232
    73      73         73         1         555         788         233
    74      74         74         1         559         603         44
    75      75         75         1         563         629         66
    76      76         76         1         565         652         87
    77      77         77         1         579         749         170
    78      78         78         1         580         775         195
    79      79         79         1         580         785         205
    80      80         80         1         585         812         227
    81      81         81         1         590         622         32
    82      82         82         1         595         627         32
    83      83         83         1         600         695         95
    84      84         84         1         601         783         182
    85      85         85         1         603         761         158
    86      86         86         1         605         733         128
    87      87         87         1         609         660         51
    88      88         88         1         610         639         29
    89      89         89         1         612         634         22
    90      90         90         1         618         818         200
    91      91         91         1         618         735         117
    92      92         92         1         619         815         196
    93      93         93         1         619         811         192
    94      94         94         1         620         694         74
    95      95         95         1         627         750         123
    96      96         96         1         635         790         155
    97      97         97         1         642         820         178
    98      98         98         1         643         677         34
    99      99         99         1         657         879         222
    100      100         100         1         662         781         119
    101      101         101         1         675         823         148
    102      102         102         1         676         836         160
    103      103         103         1         677         764         87
    104      104         104         1         677         862         185
    105      105         105         1         683         838         155
    106      106         106         1         685         779         94
    107      107         107         1         686         912         226
    108      108         108         1         689         919         230
    109      109         109         1         690         925         235
    110      110         110         1         690         715         25
    111      111         111         1         702         876         174
    112      112         112         1         702         722         20
    113      113         113         1         706         732         26
    114      114         114         1         708         825         117
    115      115         115         1         710         805         95
    116      116         116         1         716         953         237
    117      117         117         1         734         860         126
    118      118         118         1         742         874         132
    119      119         119         1         748         968         220
    120      120         120         1         753         907         154
    121      121         121         1         756         954         198
    122      122         122         1         757         904         147
    123      123         123         1         759         850         91
    124      124         124         1         761         858         97
    125      125         125         1         763         871         108
    126      126         126         1         764         791         27
    127      127         127         1         766         999         233
    128      128         128         1         776         919         143
    129      129         129         1         778         954         176
    130      130         130         1         780         911         131
    131      131         131         1         780         1014         234
    132      132         132         1         783         889         106
    133      133         133         1         790         874         84
    134      134         134         1         792         899         107
    135      135         135         1         795         974         179
    136      136         136         1         799         946         147
    137      137         137         1         799         878         79
    138      138         138         1         823         951         128
    139      139         139         1         835         1013         178
    140      140         140         1         838         908         70
    141      141         141         1         840         931         91
    142      142         142         1         841         961         120
    143      143         143         1         842         1000         158
    144      144         144         1         843         1080         237
    145      145         145         1         846         980         134
    146      146         146         1         861         1033         172
    147      147         147         1         877         908         31
    148      148         148         1         882         1009         127
    149      149         149         1         886         1085         199
    150      150         150         1         891         1025         134
    151      151         151         1         892         1045         153
    152      152         152         1         893         989         96
    153      153         153         1         895         1075         180
    154      154         154         1         897         969         72
    155      155         155         1         897         981         84
    156      156         156         1         914         1022         108
    157      157         157         1         918         1153         235
    158      158         158         1         921         972         51
    159      159         159         1         931         988         57
    160      160         160         1         952         1114         162
    161      161         161         1         956         1129         173
    162      162         162         1         981         1049         68
    163      163         163         1         985         1098         113
    164      164         164         1         1001         1232         231
    165      165         165         1         1001         1205         204
    166      166         166         1         1008         1220         212
    167      167         167         1         1015         1082         67
    168      168         168         1         1020         1086         66
    169      169         169         1         1039         1259         220
    170      170         170         1         1040         1223         183
    171      171         171         1         1045         1174         129
    172      172         172         1         1049         1233         184
    173      173         173         1         1052         1135         83
    174      174         174         1         1056         1234         178
    175      175         175         1         1078         1123         45
    176      176         176         1         1082         1122         40
    177      177         177         1         1083         1165         82
    178      178         178         1         1085         1190         105
    179      179         179         1         1090         1285         195
    180      180         180         1         1095         1310         215
    181      181         181         1         1098         1295         197
    182      182         182         1         1104         1323         219
    183      183         183         1         1105         1317         212
    184      184         184         1         1110         1336         226
    185      185         185         1         1113         1274         161
    186      186         186         1         1115         1326         211
